Bus Name,Bus Type,Departure Time,Arrival Time,Duration,Fare,Rating,Seat Availability,Bus Link,Bus Route,State Name
TSRTC - 9569,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:00,00:15,06h 15m,364.0,2.9,33.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,02:15,06h 45m,395.0,4.0,27.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
TSRTC - 7774,Lahari Non A/C Sleeper Cum Seater,20:30,03:30,07h 00m,545.0,4.5,27.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
TSRTC - 9690,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:30,02:45,05h 15m,454.0,4.2,31.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
TSRTC - 1618,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:30,03:45,05h 15m,364.0,3.9,27.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Zingbus Plus,A/C Seater / Sleeper (2+1),21:45,05:05,07h 20m,604.0,4.7,21.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
IntrCity SmartBus,AC Sleeper (2+1),22:35,05:10,06h 35m,999.0,4.6,19.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
IntrCity SmartBus,Scania AC Multi Axle Sleeper (2+1),22:15,06:00,07h 45m,850.0,4.7,28.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
AdShyamoli Paribahan Pvt Ltd,Scania Multi-Axle AC Semi Sleeper (2+2),22:20,05:00,06h 40m,510.0,4.3,40.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Sri Sanvi Tours and Travels,A/C Sleeper (2+1),22:15,05:00,06h 45m,849.0,4.7,8.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
GMRK Tours and Travels,Volvo A/C Semi Sleeper (2+2),22:45,05:10,06h 25m,399.0,4.5,31.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
IntrCity SmartBus,A/C Seater / Sleeper (2+1),22:45,05:45,07h 00m,491.0,4.4,29.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
AdOrange Tours And Travels,Bharat Benz A/C Sleeper (2+1),23:00,05:30,06h 30m,1200.0,3.6,17.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
IntrCity SmartBus,AC Sleeper (2+1),22:55,05:25,06h 30m,1003.0,4.5,20.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Sri KVR Travels,A/C Sleeper (2+1),22:40,05:30,06h 50m,953.0,4.3,30.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Svkdt travels,A/C Sleeper (2+1),22:20,05:35,07h 15m,850.0,4.2,22.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Svkdt travels,A/C Sleeper (2+1),22:00,05:45,07h 45m,920.0,4.1,16.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Yolo Bus,A/C Seater / Sleeper (2+1),22:15,06:07,07h 52m,470.0,4.0,27.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
NueGo,Electric A/C Seater (2+2),23:30,06:40,07h 10m,427.0,3.9,24.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
KARTHIKEYA TOURS AND TRAVELS,A/C Seater / Sleeper (2+1),23:30,05:00,05h 30m,540.0,0.0,16.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Tirumala Xpress,A/C Sleeper (2+1),22:10,05:35,07h 25m,666.0,3.9,26.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
LVR Travels,A/C Sleeper (2+1),23:00,06:20,07h 20m,699.0,3.8,9.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
NueGo,Electric A/C Seater (2+2),22:15,05:25,07h 10m,466.0,4.1,24.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Orange Tours And Travels,A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,800.0,3.5,30.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Morning Star Travels,A/C Sleeper (2+1),23:30,04:30,05h 00m,990.0,3.5,12.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
V Kaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,06:00,07h 00m,590.0,3.4,25.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
KKaveri Travels,Non A/C Seater / Sleeper (2+1),23:00,05:45,06h 45m,550.0,3.8,31.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Orange Tours And Travels,NON A/C Seater/ Sleeper (2+1),23:00,05:30,06h 30m,900.0,3.2,38.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
V Kaveri Travels,A/C Seater / Sleeper (2+1),22:20,05:00,06h 40m,790.0,3.7,20.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
AVR Travels,A/C Seater / Sleeper (2+1),22:00,05:15,07h 15m,1049.0,3.2,25.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Orange Tours And Travels,Bharat Benz A/C Sleeper (2+1),21:45,05:30,07h 45m,1200.0,3.2,26.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Orange Tours And Travels,NON A/C Sleeper (2+1),23:00,05:45,06h 45m,850.0,3.2,36.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Varun Travels,Scania AC Multi Axle Sleeper (2+1),22:30,05:30,07h 00m,1000.0,3.9,17.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Bharathi Tours & Travels,Non A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,500.0,3.7,25.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Sri Krishna Travels,A/C Semi Sleeper / Sleeper (2+1),23:00,05:30,06h 30m,800.0,2.8,28.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Teja Tours and Travels,A/C Sleeper (2+1),23:00,06:00,07h 00m,980.0,4.0,22.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Sai Sri Durga Travels,Non A/C Seater / Sleeper (2+1),22:15,05:40,07h 25m,3000.0,3.0,40.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),23:10,05:00,05h 50m,599.0,2.6,32.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Sudha Sri Tours and Travels,A/C Sleeper (2+1),22:00,06:00,08h 00m,799.0,3.5,24.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Moonlight Travels,A/C Sleeper (2+1),22:00,06:00,08h 00m,650.0,2.9,18.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Morning Star Travels,A/C Sleeper (2+1),23:15,04:55,05h 40m,990.0,2.8,8.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Morning Star Travels,A/C Sleeper (2+1),21:25,06:50,09h 25m,990.0,2.4,21.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
SRI MARUTHI TRAVELS,A/C Sleeper (2+1),23:10,05:00,05h 50m,699.0,2.9,28.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Morning Star Travels,NON A/C Sleeper (2+1),22:15,04:50,06h 35m,890.0,2.4,5.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Chandu Travels,A/C Seater / Sleeper (2+1),23:00,05:30,06h 30m,494.0,3.0,28.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
SRI MARUTHI TRAVELS,Non A/C Seater / Sleeper (2+1),22:30,05:00,06h 30m,499.0,2.9,28.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Sravani Travels,A/C Sleeper (2+1),23:00,06:20,07h 20m,4000.0,3.4,22.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
YNR Travels,A/C Sleeper (2+1),22:20,05:00,06h 40m,3800.0,3.0,32.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Morning Star Travels,NON A/C Sleeper (2+1),23:30,05:05,05h 35m,890.0,2.7,16.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Sri Krishna Travels,Volvo Multi-Axle A/C Sleeper (2+1),22:45,05:30,06h 45m,1100.0,3.7,29.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Morning Star Travels,A/C Sleeper (2+1),23:10,04:50,05h 40m,990.0,2.4,11.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Vasireddy Travels,A/C Seater / Sleeper (2+1),22:50,06:00,07h 10m,808.0,2.3,37.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
Vasireddy Travels,A/C Seater / Sleeper (2+1),22:35,05:40,07h 05m,854.0,2.1,26.0,https://www.redbus.in/bus-tickets/guntur-to-hyderabad,Guntur (Andhra Pradesh) to Hyderabad,APSRTC
APSRTC - 4511,Super Luxury (Non AC Seater 2+2 Push Back),15:15,00:01,08h 46m,605.0,3.8,34.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3009,Super Luxury (Non AC Seater 2+2 Push Back),15:45,00:45,09h 00m,605.0,3.5,31.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3466,Super Luxury (Non AC Seater 2+2 Push Back),16:30,01:05,08h 35m,605.0,3.5,34.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 27299,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",16:45,02:15,09h 30m,579.0,4.6,35.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 2972,Super Luxury (Non AC Seater 2+2 Push Back),17:00,02:15,09h 15m,605.0,3.8,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 4381,Super Luxury (Non AC Seater 2+2 Push Back),17:15,01:40,08h 25m,605.0,3.8,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3430,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:15,00:45,07h 30m,929.0,3.7,45.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3039,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",17:30,02:30,09h 00m,579.0,3.8,35.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3135,Super Luxury (Non AC Seater 2+2 Push Back),17:45,02:30,08h 45m,574.0,3.8,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3071,Super Luxury (Non AC Seater 2+2 Push Back),18:00,03:15,09h 15m,605.0,3.8,27.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 4411,Super Luxury (Non AC Seater 2+2 Push Back),18:15,02:30,08h 15m,605.0,1.6,31.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 2925,Super Luxury (Non AC Seater 2+2 Push Back),18:30,03:20,08h 50m,574.0,4.0,31.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3496,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),18:45,01:25,06h 40m,929.0,4.0,45.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3137,Super Luxury (Non AC Seater 2+2 Push Back),18:45,03:50,09h 05m,605.0,3.8,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3774,Super Luxury (Non AC Seater 2+2 Push Back),19:15,03:35,08h 20m,605.0,3.7,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3637,Super Luxury (Non AC Seater 2+2 Push Back),19:30,03:36,08h 06m,605.0,4.4,29.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 4348,INDRA(A.C. Seater),19:45,04:10,08h 25m,732.0,3.6,35.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3017,INDRA(A.C. Seater),20:00,03:45,07h 45m,732.0,3.6,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3091,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,05:00,08h 30m,574.0,4.2,35.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3772,Super Luxury (Non AC Seater 2+2 Push Back),20:31,05:06,08h 35m,605.0,3.2,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 46390,Super Luxury (Non AC Seater 2+2 Push Back),21:00,06:00,09h 00m,605.0,3.8,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3840,Super Luxury (Non AC Seater 2+2 Push Back),21:10,05:30,08h 20m,605.0,2.7,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3139,Super Luxury (Non AC Seater 2+2 Push Back),21:20,05:00,07h 40m,574.0,4.5,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 77201,INDRA(A.C. Seater),21:20,04:20,07h 00m,732.0,4.0,31.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 4058,Super Luxury (Non AC Seater 2+2 Push Back),21:20,05:55,08h 35m,605.0,4.5,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 4280,Super Luxury (Non AC Seater 2+2 Push Back),21:30,04:40,07h 10m,574.0,3.2,32.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 4595,Super Luxury (Non AC Seater 2+2 Push Back),21:40,05:35,07h 55m,605.0,3.8,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 4625,Super Luxury (Non AC Seater 2+2 Push Back),21:45,05:55,08h 10m,574.0,3.8,34.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3938,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,05:10,07h 10m,929.0,4.3,35.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 9200,Super Luxury (Non AC Seater 2+2 Push Back),22:00,06:00,08h 00m,605.0,3.6,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3257,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",22:00,05:25,07h 25m,579.0,3.0,35.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 9330,STAR LINER(NON-AC SLEEPER 2+1),22:15,05:25,07h 10m,784.0,3.8,27.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3488,Super Luxury (Non AC Seater 2+2 Push Back),22:30,05:55,07h 25m,605.0,4.4,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3455,INDRA(A.C. Seater),22:30,05:50,07h 20m,732.0,3.2,14.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 4274,Super Luxury (Non AC Seater 2+2 Push Back),22:40,06:00,07h 20m,574.0,2.7,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 5047,Super Luxury (Non AC Seater 2+2 Push Back),22:45,07:00,08h 15m,605.0,3.8,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 9458,Super Luxury (Non AC Seater 2+2 Push Back),23:00,07:00,08h 00m,605.0,2.6,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 4040,STAR LINER(NON-AC SLEEPER 2+1),23:00,05:25,06h 25m,784.0,3.8,34.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3494,Super Luxury (Non AC Seater 2+2 Push Back),23:15,07:10,07h 55m,605.0,3.0,32.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 3457,INDRA(A.C. Seater),23:20,06:45,07h 25m,732.0,4.6,19.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 6373,Super Luxury (Non AC Seater 2+2 Push Back),23:45,08:30,08h 45m,605.0,3.4,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
APSRTC - 4495,Super Luxury (Non AC Seater 2+2 Push Back),23:55,07:25,07h 30m,605.0,4.0,33.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
IntrCity SmartBus,A/C Seater / Sleeper (2+1),23:45,06:25,06h 40m,635.0,4.5,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Yolo Bus,A/C Sleeper (2+1),22:20,06:33,08h 13m,660.0,4.6,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Svkdt travels,A/C Seater / Sleeper (2+1),22:00,06:00,08h 00m,650.0,4.5,22.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
IntrCity SmartBus,AC Sleeper (2+1),23:15,05:55,06h 40m,856.0,4.4,21.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Svkdt travels,A/C Seater / Sleeper (2+1),20:45,04:30,07h 45m,650.0,4.4,25.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Svkdt travels,A/C Seater / Sleeper (2+1),23:30,06:55,07h 25m,700.0,4.4,24.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
NueGo,Electric A/C Seater/Sleeper (2+1),20:00,03:45,07h 45m,522.0,4.4,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Svkdt travels,A/C Seater / Sleeper (2+1),22:30,05:55,07h 25m,690.0,4.2,31.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
NueGo,Electric A/C Seater/Sleeper (2+1),21:00,04:45,07h 45m,554.0,4.2,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Zingbus Plus,A/C Sleeper (2+1),23:45,06:20,06h 35m,674.0,4.6,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Yolo Bus,A/C Seater / Sleeper (2+1),22:51,07:00,08h 09m,610.0,4.4,2.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:35,06:00,08h 25m,590.0,4.2,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Svkdt travels,A/C Sleeper (2+1),21:25,05:15,07h 50m,955.0,4.1,21.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
NueGo,Electric A/C Seater/Sleeper (2+1),23:30,07:15,07h 45m,569.0,4.0,21.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
SRKT Travels,A/C Seater / Sleeper (2+1),23:00,06:30,07h 30m,650.0,4.0,27.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sai Balaji Travels,Non A/C Seater / Sleeper (2+1),23:10,05:30,06h 20m,520.0,4.2,19.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Prathap Travels,Non A/C Seater / Sleeper (2+1),21:00,04:40,07h 40m,550.0,4.1,1.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
SRKT Travels,Non A/C Seater / Sleeper (2+1),22:20,05:30,07h 10m,520.0,3.8,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Zingbus Plus,Bharat Benz A/C Sleeper (2+1),23:05,07:00,07h 55m,859.0,4.2,30.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),21:00,05:30,08h 30m,590.0,3.9,13.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri Amaravathi Travels,NON A/C Sleeper (2+1),21:30,05:15,07h 45m,720.0,3.9,9.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
NueGo,Electric A/C Seater (2+2),21:45,05:30,07h 45m,474.0,4.3,32.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sai Sri Krishna Travels,A/C Seater / Sleeper (2+1),21:30,05:15,07h 45m,690.0,3.4,28.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Svkdt travels,A/C Sleeper (2+1),22:30,06:15,07h 45m,905.0,4.1,25.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
SREE PAVAN TRAVELS,Non A/C Seater / Sleeper (2+1),21:25,04:45,07h 20m,700.0,4.3,3.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),22:30,05:45,07h 15m,590.0,3.9,25.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
SRKT Travels,Non A/C Seater / Sleeper (2+1),23:20,06:10,06h 50m,520.0,4.0,23.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Sri KVR Travels,Non A/C Seater / Sleeper (2+1),23:15,05:00,05h 45m,1190.0,4.6,21.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
Morning Star Travels,A/C Sleeper (2+1),20:45,05:30,08h 45m,890.0,3.4,19.0,https://www.redbus.in/bus-tickets/vijayawada-to-visakhapatnam,Vijayawada to Visakhapatnam,APSRTC
